Fecha,Año,Mes,Dia,Trimestre,Dia_semana,semana,dia_año,ingreso neto
2023-01-11,2023,1,11,1,4,2,11,156106308
2023-01-12,2023,1,12,1,5,2,12,127736466
2023-01-13,2023,1,13,1,6,2,13,352552703
2023-01-14,2023,1,14,1,7,2,14,82079578
2023-01-15,2023,1,15,1,1,3,15,1176308
2023-01-16,2023,1,16,1,2,3,16,440578259
2023-01-17,2023,1,17,1,3,3,17,849994057
2023-01-18,2023,1,18,1,4,3,18,81973164
2023-01-19,2023,1,19,1,5,3,19,76152685
2023-01-20,2023,1,20,1,6,3,20,99494310
2023-01-21,2023,1,21,1,7,3,21,10359892
2023-01-22,2023,1,22,1,1,4,22,364626
2023-01-23,2023,1,23,1,2,4,23,50420416
2023-01-24,2023,1,24,1,3,4,24,29927674
